ಕ್ರ. ಸಂ,ಪತ್ರಿಕೆಯ ಹೆಸರು,ಪ್ರಾರಂಭದ ವರ್ಷ,ಪ್ರಕಟಿಸಿದಸ್ಥಳ,ಪ್ರಕಾಶಕರು,ಸ್ಥಾಪಕ ಸಂಪಾದಕ/ಸಂಪಾದಕ,ಆವರ್ತಕತೆ,ಭಾಷೆ,ಹಾವನೂರು ಶ್ರೀನಿವಾಸ್,ಕೆಪಿಎ
81,ನಂದಿನಿ,1937,ಶಿರಸಿ,ಹೆಡ್ಜ್ ಕೋಟ್ಸರ್,ಡಿ ಎಸ್ ವಿಶ್ವಾಮಿತ್ರ,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,1925 -33
82,ಸಂದೇಶ,1938,ಬೆಳಗಾವಿ,ಬಿ ಗೋಪಾಲರಾವ್ ದೇಶಪಾಂಡೆ,ಬಿ ಗೋಪಾಲರಾವ್ ದೇಶಪಾಂಡೆ,ಪಾಕ್ಷಿಕ,ಕನ್ನಡ,,
83,ಕನ್ನಡ ನುಡಿ,1938,ಬೆಂಗಳೂರು,"ಬಿ.ಎಂ.ಶ್ರೀಕಂಠಯ್ಯ, ಕನ್ನಡ ಸಾಹಿತ್ಯ ಪರಿಷತ್ತು",ಬಿ ಶಿವಮೂರ್ತಿ ಶಾಸ್ತ್ರಿ,ಮಾಸಿಕ,ಕನ್ನಡ,"Edit : Subramanya shastri, weekly/ fortnightly",1935
84,ಶರಣ ಸಾಹಿತ್ಯ,1938,ಬೆಂಗಳೂರು,ಬಿ. ಎಸ್. ಶಿವಮೂರ್ತಿ ಶಾಸ್ತ್ರಿ,ಬಿ. ಎಸ್. ಶಿವಮೂರ್ತಿ ಶಾಸ್ತ್ರಿ,ಮಾಸಿಕ,ಕನ್ನಡ,1937-72,
85,ಸ್ವತಂತ್ರ ಭಾರತ,1938,ಮಂಗಳೂರು,,ಬಿ ಎಂ ಕಾರಿಯಪ್ಪ,,ಕನ್ನಡ,,
86,ಜಯಂತಿ,1939,ಧಾರವಾಡ,,ಬೆಟಗೇರಿ ಕೃಷ್ಣಶರ್ಮ,ಮಾಸಿಕ,ಕನ್ನಡ,"1938, Pub- Mullegatti",
87,Raknno,1939,ದಕ್ಷಿಣಕನ್ನಡ,Rev. Francis Rodrigues,Rev Lawrence Ronald D'Souza,ಸಾಪ್ತಾಹಿಕ,ಕೊಂಕಣಿ,,
88,ವಿವೇಕಾಭ್ಯುದಯ,1939,ಮೂಡುಬಿದಿರೆ/ದಕ್ಷಿಣಕನ್ನಡ,ರವಿರಾಜ್ ಶೆಟ್ಟಿ,ಬಿ ಚಂದ್ರಯ್ಯ ವಿದ್ವಾನ್,ಮಾಸಿಕ,ಕನ್ನಡ,,1933
89,ನವ ಚೇತನ,1939,ಶಿರಸಿ,,ಆರ್.ವಿ. ವಾಲಾಗಲ್ಲಿ,ಮಾಸಿಕ,ಕನ್ನಡ,,
90,ಜೀವನ,1940,ಬೆಂಗಳೂರು/ಧಾರವಾಡ,ಜೀವನ ಕಾರ್ಯಾಲಯ,ಗೋಪಾಲಕೃಷ್ಣರಾಯರು,,ಕನ್ನಡ,"Edi : D R Bendre, B K Gokak and others","1934,
 Pub : Ananthan arayana Rao"
91,ಮೊಗವೀರ,1940,ಸುರತ್ಕಲ್/ದಕ್ಷಿಣಕನ್ನಡ,ಎಸ್ ಬಿ ಆಮೆನ್,ಭಾಸ್ಕರ್ ಪಾಡಿದ್ರ,ಮಾಸಿಕ,ಕನ್ನಡ,"Editor - Ramanand Amin, Publisher - Mogaveera V yavasthapaka Mandali, Periodicity - Quarterly/Mon thly",1969
92,ಪೌರವಾಣಿ,1942,ಬೆಂಗಳೂರು,ಎಂ. ಸಂ. ಸಿತಾರಾಮಯ್ಯ,ಆರ್ ವಿ ಭದ್ರಣ್ಣ,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,
93,ನವ ಭಾರತ ,1942,ಮಂಗಳೂರು,ರಾಜೀವ್.ವಿ.ಕೂಡ್ವ,ರಾಜೀವ್.ವಿ.ಕೂಡ್ವ,ದೈನಿಕ,ಕನ್ನಡ,"1940 - 79, Editor- NARAYANA Sharma/K.V . Shenoy, Publisher - NavaBharath Prakashana",1941
94,ಪ್ರಕಾಶಿನಿ,1942,ದಕ್ಷಿಣಕನ್ನಡ,ಶ್ರೀಪತಿ ಟಿ,ಶ್ರೀಪತಿ ಟಿ,ಮಾಸಿಕ,ಕನ್ನಡ,,1941
95,ಮೈಸೂರು ಪತ್ರಿಕೆ,1942,ಮೈಸೂರು,ಟಿ ವೆಂಕಟರಾಮನ್,ತಿರುಮಕೂಡ್ಲು ನಾರಾಯಣ / ಟಿ ವೆಂಕಟರಾಮನ್,ದೈನಿಕ,ಕನ್ನಡ,1941,
96,ಪ್ರಕಾಶಿನಿ,1942,ಉಡುಪಿ,ಕೃಷ್ಣಾಪುರ ಮಟ್ಟಕ್ಕೆ ಟಿ ಶ್ರೀಪತಿ,ಟಿ ಶ್ರೀಪತಿ,ಮಾಸಿಕ,ಕನ್ನಡ,,
97,ವಾಣಿ,1943,ಬೆಂಗಳೂರು,ಬಿ ಎಸ್ ಪಾಂಡುರಂಗ ರಾವ್,ಬಿ.ಎಸ್.ಪಾಂಡುರಂಗ ರಾವ್/ ಸಿ.ಕೆ.ನಾಗರಾಜ ರಾವ್,ಮಾಸಿಕ,ಕನ್ನಡ,"1943-47, Pub : V B Ballari,",
98,ಪ್ರೇಮ,1943,ಧಾರವಾಡ,,,ಮಾಸಿಕ/Quarter ly,ಕನ್ನಡ,1924/1943,Taranatha
99,ಬೆಳಕು,1943,ಮೈಸೂರು,ಮೈಸೂರ್ ಸಂಸ್ಥ ವಯಸ್ಕರ ಶಿಕ್ಷಾ ಸಮಿತಿ,ಎಸ್ ರಜತಾದ್ರಿ,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,"1942, Pub - Mysore Samstha
 V ayaskara Shiksha Samithi, Editor - Srinivasa",1932
100,ಸಾಧ್ವಿ 1,1943,ಮೈಸೂರು,ಅಗರಂ ರಂಗಯ್ಯ,ಅಗರಂ ರಂಗಯ್ಯ,ದೈನಿಕ,ಕನ್ನಡ,,
101,ಬ್ರಾಹ್ಮಣರ ಪತ್ರಿಕೆ,1945,ಗೋಕಾಕ್,,ಮಲ್ಹಾರರಾವ್ ಕುಲಕರ್ಣಿ ಜಾಗೃಕರ,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,
102,ಬೆಳಕು,1945,ಧಾರವಾಡ,ಎಂ ಆರ್ ನೀಲೇಕಣೆ,ಗೌರೀಶ್ ಕಾಯ್ಕಿಣಿ,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,
103,ಪ್ರಕಾಶ,1945,ಉಡುಪಿ,"ಪ್ರಭಾಕರ್ ಪ್ರೆಸ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್‌ಗಾಗಿ ಎ ಜೆ ಅಲ್ಸೆ,",ಎ ಜೆ ಅಲ್ಸೆ,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,1946 -67,
104,ರಂಗಭೂಮಿ,1946,ಬೆಂಗಳೂರು,ಅಮೆಚೂರು ನಾಟಕ ಸಂಘ,ಎಂ ಎಸ್ ಸುಬ್ರಹ್ಮಣ್ಯ ಶಾಸ್ತ್ರಿ,,ಕನ್ನಡ/ ಹಿಂದಿ,,
105,ಆರ್ಯ - ವೈದ್ಯ,1946,ಹುಬ್ಬಳ್ಳಿ,ಎಂ ಜಿ ಪಾಲೇಕರ್,ದ್ ಅನಂತ ಹಲಸೇಕರ,ಮಾಸಿಕ,ಕನ್ನಡ,"1938/1946/195 3, Pub-Akila Karnataka Ayurveda Prakashaka mandali",
106,ಪುಸ್ತಕ ಪ್ರಪಂಚ ,1946,ಮೈಸೂರು,ಮೈಸೂರು ರಾಜ್ಯ ವಯಸ್ಕ ಶಿಕ್ಷಣ ಮಂಡಳಿಗೆ ಆರ್ ವಿ ಶ್ರೀನಿವಾಸ ಮೂರ್ತಿ,ಆರ್ ವಿ ಶ್ರೀನಿವಾಸ ಮೂರ್ತಿ,,ಕನ್ನಡ,"1946 , Pub - Shikshana Samithi, Editor - S V Kumara/ Rajatadri",
107,ಅರುಣ,1947,ಬೆಂಗಳೂರು,ಎಂ ಎಸ್ ಕೃಷ್ಣ,ಎಸ್ ಆರ್ ಭಟ್,ಮಾಸಿಕ,ಕನ್ನಡ,1947-77,
108,ಅರುಣ,1947,ಮಂಗಳೂರು,ಶ್ರೀನಿವಾಸ ಭಟ್ ಯು.ಎನ್,ಶ್ರೀನಿವಾಸ ಭಟ್ ಯು.ಎನ್,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,
109,ಪ್ರಗತಿ,1947,ಪುತ್ತೂರು/ದಕ್ಷಿಣಕನ್ನಡ,ಪುತ್ತೂರು ತಾಲೂಕು ಅಭಿವೃದ್ಧಿ ಮಂಡಳಿ,,,ಕನ್ನಡ,"1945, Place - Dakshina ಕನ್ನಡ/ Rabhakavi, Editor/Publish er - G.V. Daphalapura, Periodicity - Monthly",
110,ಯುಗಪುರುಷ,1947,ಮಂಗಳೂರು,ಕೆ.ಭುವನಾಭಿರಾಮ ಉಡುಪ,ಕೆ.ಭುವನಾಭಿರಾಮ ಉಡುಪ,ಮಾಸಿಕ,ಕನ್ನಡ,"Editor - Kodatturu Anantha Padmanabha, Publisher -Kodatturu Anantha Padmanabha",
111,ವಿಜಯ,1947,ಮೈಸೂರು,ಎ.ರಾಮಣ್ಣ,ಎ.ರಾಮಣ್ಣ,ದೈನಿಕ,ಕನ್ನಡ,,
112,ಜನ ಜಿವಾಲಾ,1948,ಬೆಳಗಾವಿ,,ಬಿ ಎಂ ಏಳುಕೋಟ,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,
113,ಸಿಂಹವಾಣಿ,1948,ಬಳ್ಳಾರಿ,ಎಂ ಎಸ್ ಗೋಪಾಲನ್,ಎಂ ಎಸ್ ಗೋಪಾಲನ್,ದೈನಿಕ,ಕನ್ನಡ,1948,
114,ರಾಮರಾಜ್ಯ,1948,ಬೆಂಗಳೂರು,ಹೆಚ್. ವಿ. ವರದರಾಜನ್,ಹೆಚ್. ವಿ. ವರದರಾಜನ್,,ಕನ್ನಡ,1946-1956,
115,ಸಿಂಹವಾಣಿ,1948,ಬೆಂಗಳೂರು,,ಎಂ.ಎಸ್. ಗೋಪಾಲನ್,ದೈನಿಕ,ಕನ್ನಡ,,
116,ವಿಕ್ರಮ,1948,ಬೆಂಗಳೂರು,ವಿ ಎ ಗೋಪಾಲ,ಲಕ್ಷ್ಮೀಶ ಕೆ,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,
117,ಅಂಕುಶ್,1948,ಧಾರವಾಡ/ಮರೆವಾಡ,ಚಂದ್ರಶೇಖರ ಜಿ ಹುರುಳಿ,ಚಂದ್ರಶೇಖರ ಜಿ ಹುರುಳಿ,ಮಾಸಿಕ,ಕನ್ನಡ,1947,
118,ಸಾವಧಾನ,1948,ಧಾರವಾಡ,"ಅಖಿಲ ಭಾರತ ಶಿವಾನುಭ ಸಂಸ್ಥೆ, ಮುರಘಾಮಠ",,ಪಾಕ್ಷಿಕ,ಕನ್ನಡ,"1947- 72,founder edi- Nagabhushana sastry",
119,ಅರುಣ,1948,ಮೈಸೂರು,,ಕೆ ರಾಮಣ್ಣ/ ಎಚ್ ಕೆ ಕುಮಾರಸ್ವಾಮಿ,ದೈನಿಕ,ಕನ್ನಡ,Editor - H K Kumara Swamy,
120,ಗ್ರಾಮಾಭ್ಯುದಯ,1948,ಮೈಸೂರು,,ಜಿರಿಗೆ ಕತೆ ಬಸವಪ್ಪ / ಟಿ ಎಂ ಅಮೀರ,ಮಾಸಿಕ,ಕನ್ನಡ,,1948
121,ಕಿಡಿ,1949,ಬೆಂಗಳೂರು,ಪಿ.ಶೇಷಪ್ಪ,ಪಿ.ಶೇಷಪ್ಪ,,ಕನ್ನಡ,,1947
122,ನೇತಾಜಿ,1949,ಬೆಂಗಳೂರು,,ಹಿಟಗಿ ವೇದಮೂರ್ತಿ/ವಿಕ್ರಮ ಹಿಟಗಿ,ದೈನಿಕ,ಕನ್ನಡ,,
123,ಪ್ರಜಾವಾಣಿ,1949,ಬೆಂಗಳೂರು,"ಮೈಸೂರು ಪ್ರಿಂಟ್ಸ್ ಪ್ರೈ. ಲಿಮಿಟೆಡ್,",ಟಿ ಎಸ್ ರಾಮಚಂದ್ರ ರಾವ್ / ಶಾಂತಕುಮಾರ್ / ಕೆ ಎನ್ ಗುರುಸ್ವಾಮಿ,ದೈನಿಕ,ಕನ್ನಡ,"Pub : N S Krishnaswamy Rao, Edi: B Puttaswamaiah & GGK Reddy",1941
124,ಮಕ್ಕಳ ಪತ್ರಿಕೆ,1949,ಮಂಗಳೂರು,ಕೆ.ಎಸ್. ಕಾರಂತ,ಕೆ.ಎಸ್. ಕಾರಂತ,ಮಾಸಿಕ,ಕನ್ನಡ,,
125,ವರ್ತಮಾನ,1949,ಮೈಸೂರು,ಎಂ ಟಿ ಜಯರಾಮ್,ಎಂ.ಎನ್. ತಿಮ್ಮಯ್ಯ/ ಎಂ ಟಿ ಜಯರಾಂ,ದೈನಿಕ,ಕನ್ನಡ,,
126,ಪ್ರಕಾಶ,1950,ಬೆಳಗಾವಿ,ಆರ್ ಆರ್ ಹಳೇಮನಿ,ಆರ್ ಆರ್ ಹಳೇಮನಿ / ಆರ್ ಕೆ ಮೆನಬಿ,ಮಾಸಿಕ,ಕನ್ನಡ,"1948-69, Publisher- samaja Shiksha",
127,ಆಮ್ಚಿ ಮಾಯಿ,1950,ಮಂಗಳೂರು,ಫಾ. ಆಂಟನಿ ಜಾನ್ ಡಿಸೋಜಾ,ಮೇರಿ ಸೇವಕರ ಒಕ್ಕೂಟ,,ಕನ್ನಡ,samithi,
128,ಸುವಾಸಿನಿ,1950,ಮಂಗಳೂರು,ಕೆ ವಿ ಶೆಣೈ,ಕೆ. ವಾರಿಜಾ ದೇವಿ/ ಮೋಹಿನಿ ದೇವಿ,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,"1949, Publisher - K.V. Shenoy, Period - Weekly/ Monthly",1900
129,ಸ್ವತಂತ್ರ,1951,ಹೊಸಪೇಟೆ,.,ಎಸ್ ಎಂ ವಿಶ್ವನಾಥ್,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,
130,ಬಾಲ ಬಂಧು,1951,ಬೆಂಗಳೂರು,ಜಿ ಟಿ ಶ್ರೀಕಂಠಯ್ಯ,ಎಸ್ ಡಿ ರಾಮಮೂರ್ತಿ,ಮಾಸಿಕ,ಕನ್ನಡ,"1950-56/1977, Pub : R S News Agency,",
131,ಜನ ಪ್ರಗತಿ,1951,ಬೆಂಗಳೂರು,ಬಿ ಕೃಷ್ಣ,ಬಿ ಕೃಷ್ಣ,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,"1950-77, Ramachandra Huchila",Pub: N S Seethara m
132,ಮೈಸೂರು ಸಹಕಾರ ಪತ್ರಿಕೆ,1951,ಬೆಂಗಳೂರು,ಪಿ. ಆರ್. ಕಾಂತಿ,ಪಿ. ಆರ್. ಕಾಂತಿ,ಮಾಸಿಕ,ಕನ್ನಡ,"1951-56, Mysore prantha sahakara sangha Edi: K R srikanta,",
133,ಪಾಪಚ್ಚಿ,1951,ಬೆಂಗಳೂರು,ಕುಮಾರ ವೆಂಕಣ್ಣ,ಕುಮಾರ ವೆಂಕಣ್ಣ,ಮಾಸಿಕ,ಕನ್ನಡ,"1951-75, Pub : M S Nagaraj, Edi: Kumara V enkanna",
134,ಜಿನವಾಣಿ,1951,ಮೈಸೂರು,ಎಂ. ಎಸ್. ಪದ್ಮನಾಭ ಶರ್ಮ,ಎಂ. ಎಸ್. ಪದ್ಮನಾಭ ಶರ್ಮ,ಮಾಸಿಕ,ಕನ್ನಡ,"1951, Pub - A V Pandith, Editor, M C Jaya Keerthi",
135,ಸುದರ್ಶನ,1951,ಉಡುಪಿ,,ಬನ್ನಂಜೆ ರಾಮಾಚಾರ್ಯ/ ಗೋವಿಂದಾಚಾರ್ಯ,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,1941 - 56,
136,ಜ್ವಾಲಾಮುಖಿ,1952,ಬೆಂಗಳೂರು,,ಸಿ. ಎಸ್. ಸತ್ಯ,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,1952-58,"1953, C S Satyanara yana sharma"
137,ಕನ್ನಡಿಗ,1952,ಹುಬ್ಬಳ್ಳಿ/ಧಾರವಾಡ,ವಿಶ್ವ ಭಾರತ್ ಅವರಿಂದ ಪ್ರಕಟಣೆ,ಪುರುಷೋತ್ತಮ ಮೆಡಿ,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,1937-70,
138,SSC ಮ್ಯಾಗಜೀನ್,1952,ಧಾರವಾಡ,ಬಿ ನ್ ಹುದ್ದಾರ್,,ಮಾಸಿಕ,ಕನ್ನಡ,,
139,ದೀಪದಾನ,1952,ಮಂಗಳೂರು,ದತ್ತಾತ್ರಯ ಕುಲಕರ್ಣಿ,ದತ್ತಾತ್ರಯ ಕುಲಕರ್ಣಿ / ಸ್ಯಾಮ್ ಕುಲಕರ್ಣಿ,ವಾರ್ಷಿಕ,ಕನ್ನಡ,,
140,ಮೈಸೂರು ಸಹಕಾರ ಪತ್ರಿಕೆ,1952,ಮೈಸೂರು,ಮೈಸೂರು ರಾಜ್ಯ ಸಹಕಾರಿ ಯೂನಿಯನ್,ಕೆ ಆರ್ ಶ್ರೀಕಂಠೇಶ್ವರ/ ಪಿ ಆರ್ ಕಾಂತಿ,ಸಾಪ್ತಾಹಿಕ/ ಮಾಸಿಕ,ಕನ್ನಡ,Pub - Mysore Provisional Co -Operative Institution,
141,ರಾಯಭಾರಿ,1952,ಉಡುಪಿ,ಸುದೀರ್ ಎಸ್ ಎಲ್ ಭಟ್,ಸುದೀರ್ ಎಸ್ ಎಲ್ ಭಟ್,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,"1950 -57, Pub - Pangala Upendra Nayaka/ Ravindra Nayaka, Editor - S L N Bhat",
142,ಚಲಚಿತ್ರ,1953,ಬೆಂಗಳೂರು,ಕೆ.ವಿ. ಗಂಗಾರತ್ನ,ಎ.ಜಿ. ರಾಜು/ ಕೆ.ವಿ. ಗಂಗಾರತ್ ನ,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,"1953-58,",
143,ಶ್ರೀ ಸುಧಾ,1953,ಬೆಂಗಳೂರು,ಶ್ರೀ ಗೋವಿಂದಮೂರ್ತಿ,ಶ್ರೀ ಗೋವಿಂದಮೂರ್ತಿ,ಮಾಸಿಕ,ಕನ್ನಡ,,
144,ಆಶಾವಾದಿ,1953,ಮಂಗಳೂರು,,ಕೆ.ವಿ. ಭಟ್,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,1952-75,
145,ರಾಷ್ಟ್ರಜ್ಯೋತಿ,1953,ಶಿವಮೊಗ್ಗ,,ಕೆ ಕೆ ಶೆಟ್ಟಿ,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,
146,ನವಜೀವನ,1954,ಹೊಸಪೇಟೆ,,,ದೈನಿಕ,ಕನ್ನಡ,,
147,ದೀರ್ಘಾಯು,1954,ಬೆಂಗಳೂರು,ಎಂ ಮುರಳೀಧರ ರಾವ್,ಡಾ. ಎಂ.ಗೋಪಾಲಕೃಷ್ಣ ರಾವ್,ಮಾಸಿಕ,ಕನ್ನಡ,,1961
148,ಲೇಖಕ,1954,ಬೆಂಗಳೂರು,ಅಖಿಲ ಕರ್ನಾಟಕ ಲೇಖಕರ ಸಂಘ - ರತನ್ ಮಹಲ್,ಬಾಲು ರಾವ್,ಮಾಸಿಕ,ಕನ್ನಡ/ ಇಂಗ್ಲೀಷ್,,
149,ನಾರದ,1954,ಬೆಂಗಳೂರು,ಸಿ ಎಚ್ ಸುಬಯ್ಯ,ಸಿ ಎಚ್ ಸುಬಯ್ಯ,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,1954-78,
150,ಮುಲ್ಕಿ ಪತ್ರಿಕೆ,1954,ಧಾರವಾಡ,ಮುಲ್ಕಿ ಪತ್ರಿಕೆ,,ಮಾಸಿಕ,ಕನ್ನಡ,,
151,ಸ್ವಯಂಸೇವಕ,1954,,ಭಾರತೀಯ ಸೇವಾ ಪಡೆ,,ಮಾಸಿಕ,ಕನ್ನಡ,,
152,ದೀರ್ಘಾಯು,1954,ಮಂಗಳೂರು,ದೀರ್ಘಾಯು ಕಾರ್ಯಲ,ಎಂ.ಆರ್.ಭಟ್ / ಕೆ ಎಸ್ ಭಟ್ / ಎಂ ಗೋಪಾಲಕೃಷ್ಣ ರಾವ್,ಮಾಸಿಕ,ಕನ್ನಡ,,
153,ರಾಷ್ಟ್ರದ ತಾಯಿ,1954,ದಕ್ಷಿಣಕನ್ನಡ,ಕಂಡೆಜೋಡ್ಲು ಶಂಕರ ಭಟ್,ಕಂಡೆಜೋಡ್ಲು ಶಂಕರ ಭಟ್,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,
154,ಸಂಧ್ಯಾದೀಪ,1954,ಮಂಗಳೂರು,,,ದೈನಿಕ,ಕನ್ನಡ,"1954-70, Editor/ Publisher - H. Manohar Kamath",
155,ಶೋಭನಾ,1954,ಸೂರತ್‌ಕಲ್/ದಕ್ಷಿಣಕನ್ನಡ,,ಬೆಳ್ತಂಗಡಿ ನರಸಿಂಹ ಭಟ್,ತ್ರೈಮಾಸಿಕ,ಕನ್ನಡ,"1950 -54, Editor - S.P.Bhat & B.N. Bhat, Publisher - S.P.Bhat & B.N. Bhat",1950
156,ನಾಗರಿಕ,1954,ಗದಗ,ಅಜಿತ್ ಬದರಿನಾಥ್ ಸುಟ್ಟ ಬಲಿ,ಅಜಿತ್ ಬದರಿನಾಥ್ ಸುಟ್ಟ ಬಲಿ,ದೈನಿಕ,ಕನ್ನಡ,,
157,ತತ್ವವಾದ,1954,ಗದಗ,ಕೆ ನಾರಾಯಣ ರಾವ್,ಪಂಡರಿನಾಥಾಚಾರ್ಯ ನಿಂದನೆ,ಮಾಸಿಕ,ಕನ್ನಡ/ ಹಿಂದಿ,Editor - Pandarinatha Acharya/ Jayaramachary a Mulki,
158,ಭೂದಾನ,1955,ಬೆಳಗಾವಿ,ವಾಮನ ಅನಂಥ ಹೊದಿಕೆ,ವಾಮನ ಅನಂಥ ಹೊದಿಕೆ,ಪಾಕ್ಷಿಕ,ಕನ್ನಡ,"1954-61, Publisher- Boodana Karyalaya",
159,ಭೂದಾನ ಸರ್ವೋದಯ ಸಂದೇಶ,1955,ಬೆಂಗಳೂರು,ಕರ್ನಾಟಕ ಸರ್ವೋದಯ ಮಂಡಲ,ಪಿ ವಿಕ್ಟರಿ ರಾವ್,ಪಾಕ್ಷಿಕ,ಕನ್ನಡ,1954-78,
160,ಧರ್ಮ ಸಂದೇಶ,1955,ಬೆಂಗಳೂರು,ಕೃಷ್ಣ ದೀಕ್ಷಿತ,ಕೃಷ್ಣ ದೀಕ್ಷಿತ,ಮಾಸಿಕ,ಕನ್ನಡ,,1948
161,ಮಲೆನಾಡು,1955,ಬೆಂಗಳೂರು,ಎಂ.ವಿ .ಗುರುಬಸಪ್ಪ ಶೆಟ್ಟಿ,ಎಂ.ವಿ .ಗುರುಬಸಪ್ಪ ಶೆಟ್ಟಿ,ಮಾಸಿಕ,ಕನ್ನಡ,1954-69,
162,ಅಂಚೆ ವಾರ್ತೆ,1955,ತರಿಕೆರೆ/ಚಿಕ್ಕಮಗಳೂರು,ವಿ. ನಾಗಭೂಷಣ,ವಿ. ನಾಗಭೂಷಣ,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,
163,ಮಹಿಳಾ ಜ್ಯೋತಿ,1955,ಹುಬ್ಬಳ್ಳಿ/ಧಾರವಾಡ,,ಎಂ.ಎ.ಕಾವಲ್,ಮಾಸಿಕ,ಕನ್ನಡ,"1955-58, H A Kamala",
164,ನವ ಚೇತನ,1955,ಬಂಟ್ವಾಳ,ಹೊಸ ಪ್ರಜ್ಞೆಯ ಪ್ರಕಟಣೆಗಳು,,ಮಾಸಿಕ,ಕನ್ನಡ,,
165,ವೈದ್ಯ ಬಂಧು,1955,ಮೈಸೂರು,,ಪುರಾಣಿಕ್,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,
166,ಜಾಗೃತಿ,1955,ಶಿವಮೊಗ್ಗ,ಎಂ ಕೆ ಸೀತಾರಾಮ್ ಅಯ್ಯಂಗಾರ್,ಎಂ ಕೆ ಸೀತಾರಾಮ್ ಅಯ್ಯಂಗಾರ್,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,,
167,ವಿಜಯ ವಾಣಿ,1955,ತುಮಕೂರು,ಎಚ್.ಆರ್.ಗುಂಡೂರಾವ್,ಎಚ್.ಆರ್.ಗುಂಡೂರಾವ್,ದೈನಿಕ,ಕನ್ನಡ,,
168,ಭೂದಾನ,1955,ಶಿರಸಿ,ವಾಮನ ಅನಂಥ ಹೊದಿಕೆ ಅಖಿಲ ಭಾರತ ಸರ್ವೆ ಸೇವಾ ಸಂಘ,ವಾಮನ ಅನಂಥ ಹೊದಿಕೆ,ಪಾಕ್ಷಿಕ,ಕನ್ನಡ,,
169,ಜನಸೇವಕ,1955,ಅಂಕೋಲ,ಜನಸೇವಕ ಕಾರ್ಯಾಲಯ,ಅಮ್ಮೆಂಬಳ ಆನಂದ,ಸಾಪ್ತಾಹಿಕ,ಕನ್ನಡ,"Pub - Dayananda S. Nadakarni, Editor - Dinakara Desai /Ammembala Ananda",
170,ಮೂಲ್ಕಿಮಿತ್ರ,1956,ಬೆಳಗಾವಿ,ಆರ್ ಎಲ್ ಪಾಟೀಲ್,ಆರ್ ಎಲ್ ಪಾಟೀಲ್,ಮಾಸಿಕ,ಕನ್ನಡ,,
171,ಸ್ವಯಂ ಸೇವಕ,1956,ಬೆಂಗಳೂರು,ಭಾರತೀಯ ಸೇವಾಧಾಲಾ,ಎ.ಆರ್. ಸಭಾಪತಿ,ಮಾಸಿಕ,ಕನ್ನಡ,1953,1953
172,ಪ್ರದೀಪ,1956,ಧಾರವಾಡ,ವಿನೀತಾ ರಾಮಚಂದ್ರ ರಾವ್,ವಿನೀತಾ ರಾಮಚಂದ್ರ ರಾವ್,ಮಾಸಿಕ,ಕನ್ನಡ,1957-76,
173,ನಮದಾದೀಪ,1956,ಮಡಿಕೇರಿ,ಕೆ ಸ್ ಗೋಪಾಲಕೃಷ್ಣ/ ನಂದಾದೀಪ ಕಾರ್ಯಾಲಯ,ಕೆ ಎಸ್ ಗೋಪಾಲಕೃಷ್ಣ,,ಕನ್ನಡ,1955 -58,1954
174,ಆಹಾರ ವಿಜ್ಞಾನ,1956,ಮೈಸೂರು,ಬಿ.ವಿ. ಸುಬ್ಬರಾಯಪ್ಪ/ಸಿ ಎಫ್ ಟಿ ಆರ್ ಐ,ಪಿ ಎಸ್ ಬಾಲಕೃಷ್ಣನ್/ ಬಿ ಡಿ ಆಮ್ಲ,ತ್ರೈಮಾಸಿಕ/ ಮಾಸಿಕ,ಕನ್ನಡ,,
175,ಪ್ರದೀಪ,1956,ಮೈಸೂರು,,ಟಿ.ಪಿ.ಕೋದಂಡರಾಮಪಿಳ್ಳೆ,ಸಾಪ್ತಾಹಿಕ,ದ್ವಿಭಾಷಿಕ,,
